l1,net_value,tokens,tokens,uni,uni,uni,uni,uni,uni,uni,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,price,price,price
l2,,USDC,WETH,net_value,liquidity_value,base_uncollected,quote_uncollected,base_in_position,quote_in_position,position_count,net_value,supplies_count,borrows_count,borrows_value,supplies_value,collaterals_value,health_factor,max_ltv,ltv,liquidation_threshold,supply_apy,borrow_apy,net_apy,WETH,USDC,USD
2023-08-14 00:10:00,1000.0011253163966353988537886538247,0.60418975250109345602836034387553,0,837.15023556389554194282542830994914,837.14949881035011026652094363581026,1.3390822101856353341468588172131964E-7,0.00049036095930901926659188727491719204,0.20564727830638262754885529125032647,458.7562654033355664561778283544621,1,162.2467,1,1,378.8272,541.0739,541.0739,1.2140,0.8250,0.70013948380162259731838823175200976,0.8500,0.0500,0.0209,0.11794512011646461838669137800645560,1840.0108988715482530994021138250798,1840.0108988715482530994021138250798,1840.0108988715482530994021138250798
2023-08-14 00:11:00,1000.0012194586790635747238008673926,0.60418975250109345602836034387553,0,837.15032970617797011869544052351705,837.14949881035011026652094363581026,1.3662416545273963730630261463581164E-7,0.00057950587437758158516522461597297490,0.20564727830638262754885529125032647,458.7562654033355664561778283544621,1,162.2467,1,1,378.8272,541.0739,541.0739,1.2140,0.8250,0.70013948380162259731838823175200976,0.8500,0.0500,0.0209,0.11794512011646461838669137800645560,1840.0108988715482530994021138250798,1840.0108988715482530994021138250798,1840.0108988715482530994021138250798
2023-08-14 00:12:00,1000.0014084527771179527385965564245,0.60418975250109345602836034387553,0,837.18841870027602449671023621254900,837.18732728659332277628800700164259,1.3662416545273963730630261463581164E-7,0.00083999859022410160583861464928021194,0.20552937871852157911918759582455797,458.97321277652753399097965332283629,1,162.2088,1,1,378.8652,541.0740,541.0740,1.2139,0.8250,0.70020957436595628618777589085341204,0.8500,0.0500,0.0209,0.11796781259709707488126414843091127,1840.1948999614354079247120540364630,1840.1948999614354079247120540364630,1840.1948999614354079247120540364630
2023-08-14 00:13:00,1000.0012117153769869745528195876637,0.60418975250109345602836034387553,0,837.26402196287589351852445924378817,837.26293049890765915165369056659860,1.3662416545273963730630261463581164E-7,0.00083999859022410160583861464928021194,0.20529359722611669681222400019870213,459.40714006474627719758699725336463,1,162.1330,1,1,378.9410,541.0740,541.0740,1.2137,0.8250,0.70034966270643462704985626607087985,0.8500,0.0500,0.0209,0.11801319348929582503253501754732226,1840.5629573433766946206510756943910,1840.5629573433766946206510756943910,1840.5629573433766946206510756943910
2023-08-14 00:14:00,1000.0013117153769869745528195876637,0.60418975250109345602836034387553,0,837.26402196287589351852445924378817,837.26293049890765915165369056659860,1.3662416545273963730630261463581164E-7,0.00083999859022410160583861464928021194,0.20529359722611669681222400019870213,459.40714006474627719758699725336463,1,162.1331,1,1,378.9410,541.0741,541.0741,1.2137,0.8250,0.70034950457224932273121556100364495,0.8500,0.0500,0.0209,0.11801315154030854896378345939231409,1840.5629573433766946206510756943910,1840.5629573433766946206510756943910,1840.5629573433766946206510756943910
2023-08-14 00:15:00,1000.0013474996756077981406647538278,0.60418975250109345602836034387553,0,837.26405774717451434211230440995229,837.26293049890765915165369056659860,1.3662416545273963730630261463581164E-7,0.00087578288884492519368378081340524947,0.20529359722611669681222400019870213,459.40714006474627719758699725336463,1,162.1331,1,1,378.9410,541.0741,541.0741,1.2137,0.8250,0.70034950457224932273121556100364495,0.8500,0.0500,0.0209,0.11801315154030854896378345939231409,1840.5629573433766946206510756943910,1840.5629573433766946206510756943910,1840.5629573433766946206510756943910
2023-08-14 00:16:00,1000.0012222551409674934692695039704,0.60418975250109345602836034387553,0,837.30183250263987403744090916009488,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087578288884492519368378081340524947,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0952,1,1,378.9789,541.0741,541.0741,1.2136,0.8250,0.70041953952270654766348868255974499,0.8500,0.0500,0.0209,0.11803585787857999496592126108607781,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:17:00,1000.0013222551409674934692695039704,0.60418975250109345602836034387553,0,837.30183250263987403744090916009488,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087578288884492519368378081340524947,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0953,1,1,378.9789,541.0742,541.0742,1.2136,0.8250,0.70041939216980260017881449712455640,0.8500,0.0500,0.0209,0.11803581590582823807969756063254147,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:18:00,1000.0013222551409674934692695039704,0.60418975250109345602836034387553,0,837.30183250263987403744090916009488,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087578288884492519368378081340524947,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0953,1,1,378.9789,541.0742,541.0742,1.2136,0.8250,0.70041939216980260017881449712455640,0.8500,0.0500,0.0209,0.11803581590582823807969756063254147,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:19:00,1000.0013222551409674934692695039704,0.60418975250109345602836034387553,0,837.30183250263987403744090916009488,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087578288884492519368378081340524947,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0953,1,1,378.9789,541.0742,541.0742,1.2136,0.8250,0.70041939216980260017881449712455640,0.8500,0.0500,0.0209,0.11803581590582823807969756063254147,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:20:00,1000.0013222807039653537653518002945,0.60418975250109345602836034387553,0,837.30183252820287189773699145641899,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087580845184278548976607713752448735,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0953,1,1,378.9789,541.0742,541.0742,1.2136,0.8250,0.70041939216980260017881449712455640,0.8500,0.0500,0.0209,0.11803581590582823807969756063254147,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:21:00,1000.0015236616846924143267533560053,0.60418975250109345602836034387553,0,837.30183390918359895829839301212980,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087718943256984605116763284833059609,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0955,1,1,378.9789,541.0744,541.0744,1.2136,0.8250,0.70041913429078468951698257821999376,0.8500,0.0462,0.0209,0.10535134084536584914448581237603758,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:22:00,1000.0015236616846924143267533560053,0.60418975250109345602836034387553,0,837.30183390918359895829839301212980,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087718943256984605116763284833059609,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0955,1,1,378.9790,541.0745,541.0745,1.2136,0.8250,0.70041930165860404314612287096821771,0.8500,0.0462,0.0209,0.10535135645344873855227319697338914,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:23:00,1000.0016238719987824174717215601411,0.60418975250109345602836034387553,0,837.30183411949768896144336121626556,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087739974665984919613583698408721785,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0956,1,1,378.9790,541.0746,541.0746,1.2136,0.8250,0.70041921340378162240837662564574446,0.8500,0.0462,0.0209,0.10535131996180032030480778010013844,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
2023-08-14 00:24:00,1000.0016238719987824174717215601411,0.60418975250109345602836034387553,0,837.30183411949768896144336121626556,837.30070522922648104595576882373493,1.3662416545273963730630261463581164E-7,0.00087739974665984919613583698408721785,0.20517571532098346814376338244720889,459.62411998085776261828654123689954,1,162.0956,1,1,378.9790,541.0746,541.0746,1.2136,0.8250,0.70041916999178289105295799893103888,0.8500,0.0462,0.0209,0.10535131996180032030480778010013844,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596,1840.7470136391110322901131408019596
